path,split
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1960947-357f-11eb-8838-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19741c8-357f-11eb-9ba8-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195bb32-357f-11eb-b275-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a197ddd5-357f-11eb-afb0-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195bb18-357f-11eb-8a27-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19545bf-357f-11eb-afb1-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196096a-357f-11eb-b997-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1965763-357f-11eb-8703-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1960904-357f-11eb-a35d-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1959438-357f-11eb-af8c-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1960948-357f-11eb-bf70-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1971a82-357f-11eb-90bd-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195bad0-357f-11eb-ae3c-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1967e68-357f-11eb-96dc-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196098d-357f-11eb-bfb7-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19804f3-357f-11eb-a639-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1956cad-357f-11eb-b824-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a197ddda-357f-11eb-be61-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196090c-357f-11eb-8d54-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1951f01-357f-11eb-a6d9-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196092d-357f-11eb-974f-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1965756-357f-11eb-b1e0-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19804ee-357f-11eb-8016-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196099f-357f-11eb-b66d-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195943f-357f-11eb-bfb8-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196098f-357f-11eb-b049-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1956cdb-357f-11eb-a2b4-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196f391-357f-11eb-b7f0-001a7dda7111.jpg,test
